year,title,imdb_rating,imdb_rating_0_1,num_imdb_ratings,mpaa_rating,run_time_min,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013
2009,A Single Man,7.6,0.76,92111,R,99,7000000,9176e3,28142379,7600121,9962673,30555070
2009,Adam,7.2,0.72,30792,PG-13,99,3200000,2277396,2828590,3474341,2472641,3071090
2009,Adventureland,6.8,0.6799999999999999,138803,R,107,9800000,16044025,17144025,10640170,17419505,18613810
2009,Agora,7.2,0.72,56666,R,127,70000000,619423,38992292,76001212,672527,42335163
2009,Ajami,7.4,0.74,5326,NOT RATED,124,1000000,621859,621859,1085732,675172,675172
2009,All About Steve,4.8,0.48,34817,PG-13,99,15000000,33862903,40127259,16285974,36766024,43567433
2009,An Education,7.3,0.73,116921,PG-13,100,7500000,12574914,29652736,8142987,13652981,32194912
2009,Angels & Demons,6.7,0.67,232018,PG-13,138,150000000,133375846,490875846,162859739,144810370,532959416
2009,Armored,5.7,0.5700000000000001,27197,PG-13,88,20000000,15988876,23661038,21714632,17359628,25689537
2009,Astro Boy,6.3,0.63,27700,PG,94,65000000,19551067,44093014,70572554,21227211,47873178
2009,Avatar,7.8,0.78,951322,PG-13,162,425000000,760507625,2783918982,461435929,825707158,3022588801
2009,Away We Go,7.1,0.71,47524,R,98,21000000,9451946,10108016,22800364,10262276,10974592
2009,Br&uuml;no,5.8,0.58,125569,R,81,42000000,60054530,130788243,45600727,65203101,142000928
2009,Bride Wars,5.5,0.55,85832,PG,89,30000000,58715510,115150424,32571948,63749284,125022454
2009,Bright Star,7,0.7,22429,PG,119,8500000,4444637,17260680,9228719,4825683,18740466
2009,Brooklyn's Finest,6.7,0.67,55089,R,132,17000000,27163593,39233233,18457437,29492371,42596761
2009,Brothers,7.1,0.71,94636,R,105,26000000,28544157,45043870,28229022,30991293,48905553
2009,Capitalism: A Love Story,7.4,0.74,37354,R,127,20000000,14363397,19121531,21714632,15594794,20760850
2009,Case 39,6.2,0.62,64965,R,109,27000000,13261851,29302804,29314753,14398811,31814980
2009,Chloe,6.3,0.63,59931,R,96,13000000,3075255,9675172,14114511,3338902,10504640
2009,Cloudy with a Chance of Meatballs,7,0.7,166536,PG,90,100000000,124870275,236827677,108573160,135575603,257131292
2009,Coco avant Chanel,6.7,0.67,33840,PG-13,105,23000000,6113834,50813834,24971827,6637983,55170185
2009,Coraline,7.7,0.77,160374,PG,100,60000000,75286229,126037057,65143896,81740638,136842415
2009,Daybreakers,6.5,0.65,110281,R,98,20000000,30101577,51401577,21714632,32682233,55808316
2009,Dead Snow,6.3,0.63,57654,NOT RATED,91,800000,46742,2194020,868585,50749,2382117
2009,District 9,8,0.8,565161,R,112,30000000,115646235,215196627,32571948,125560771,233645777
2009,Drag Me to Hell,6.6,0.6599999999999999,166270,PG-13,99,30000000,42100625,91388487,32571948,45709979,99223368
2009,Enter the Void,7.3,0.73,51648,NOT RATED,161,16000000,337997,337997,17371706,366974,366974
2009,Everybody's Fine,7.2,0.72,52672,PG-13,99,20000000,9208876,9208876,21714632,9998368,9998368
2009,Fantastic Mr. Fox,7.8,0.78,153270,PG,87,40000000,21002919,46498922,43429264,22803533,50485349
2009,Fast & Furious,6.6,0.6599999999999999,222378,PG-13,107,85000000,155064265,363064265,92287186,168358172,394190344
2009,Fired Up!,6.2,0.62,38766,PG-13,90,20000000,17231291,18608570,21714632,18708557,20203912
2009,Fish Tank,7.3,0.73,51346,NOT RATED,123,3000000,374675,5922292,3257195,406796,6430020
2009,Friday the 13th,5.6,0.5599999999999999,80218,R,97,17000000,65002019,91700771,18457437,70574746,99562425
2009,Funny People,6.3,0.63,104159,R,146,72500000,51855045,71880305,78715541,56300661,78042718
2009,G-Force,5.1,0.51,35400,PG,88,150000000,119436770,287389685,162859739,129676275,312028062
2009,G.I. Joe: The Rise of Cobra,5.8,0.58,182287,PG-13,118,175000000,150201498,302469017,190003029,163078512,328400169
2009,Gamer,5.8,0.58,118299,R,95,50000000,20534907,35062683,54286580,22295397,38068663
2009,Get Low,7.1,0.71,19945,PG-13,103,7000000,9176933,9696933,7600121,9963686,10528267
2009,Harry Brown,7.2,0.72,77201,R,103,7300000,1818681,6294140,7925841,1974599,6833747
2009,Harry Potter and the Half-Blood Prince,7.5,0.75,360435,PG,153,250000000,301959197,934416487,271432899,327846641,1014525504
2009,He's Just Not That Into You,6.4,0.64,139630,PG-13,129,40000000,93953653,178390243,43429264,102008450,193683923
2009,I Come with the Rain,5.5,0.55,2672,NOT RATED,114,18000000,0,627422,19543169,NA,681212
2009,I Love You Phillip Morris,6.6,0.6599999999999999,82267,R,98,13000000,2037459,15144685,14114511,2212134,16443063
2009,"I Love You, Man",7,0.7,174291,R,105,40000000,71440011,91729503,43429264,77564677,99593620
2009,Ice Age: Dawn of the Dinosaurs,7,0.7,181911,PG,94,90000000,196573705,886968695,97715844,213426283,963009937
2009,Inglourious Basterds,8.3,0.8300000000000001,984149,R,153,70000000,120831050,316971720,76001212,131190089,344146212
2009,Invictus,7.4,0.74,132090,PG-13,134,49000000,37491364,124491364,53200848,40705558,135164207
2009,It's Complicated,6.6,0.6599999999999999,74066,R,NA,85000000,112735375,224614744,92287186,122400359,243871325
2009,Jennifer's Body,5.1,0.51,97966,R,102,16000000,16204793,32832166,17371706,17594056,35646920
2009,Julie & Julia,7,0.7,85866,PG-13,118,40000000,94125426,126646119,43429264,102194949,137503693
2009,Knowing,6.2,0.62,196671,PG-13,121,50000000,79957634,187858642,54286580,86812530,203964063
2009,Law Abiding Citizen,7.4,0.74,231726,R,109,53000000,73357727,131159781,57543775,79646802,142404318
2009,Life During Wartime,6.4,0.64,5891,R,98,4500000,281447,281447,4885792,305576,305576
2009,Micmacs (Micmacs &agrave; tire-larigot),7.2,0.72,25965,R,105,42000000,1259693,11756922,45600727,1367688,12764862
2009,Monsters vs Aliens,6.5,0.65,123512,PG,94,175000000,198351526,381687380,190003029,215356519,414410048
2009,Moon,7.9,0.79,282532,R,97,5000000,5010163,10676073,5428658,5439692,11591350
2009,Mother and Child,7.2,0.72,10276,R,125,7000000,1110509,5010509,7600121,1205715,5440068
2009,My Bloody Valentine 3D,5.5,0.55,47642,R,101,14000000,51545952,102754998,15200242,55965069,111564348
2009,My Sister's Keeper,7.4,0.74,79651,PG-13,109,27500000,49200230,96673002,29857619,53418244,104960933
2009,Nine,5.8,0.58,38956,PG-13,118,80000000,19676965,53508858,86858528,21363903,58096258
2009,Ninja Assassin,6.4,0.64,60845,R,99,50000000,38122883,61622883,54286580,41391219,66905911
2009,Nowhere Boy,7.2,0.72,30509,R,98,1900000,1445366,7785229,2062890,1569280,8452669
2009,Ondine,6.8,0.6799999999999999,17876,PG-13,111,12000000,550472,550472,13028779,597665,597665
2009,Paa,7.2,0.72,9094,NA,133,4300000,199228,9791282,4668646,216308,10630704
2009,Pandorum,6.8,0.6799999999999999,128557,R,108,40000000,10330853,17033431,43429264,11216534,18493734
2009,Perrier's Bounty,6.4,0.64,5479,R,88,6600000,828,828,7165829,899,899
2009,Planet 51,6.1,0.61,43670,PG,91,60000000,42194060,108996113,65143896,45811424,118340524
2009,Precious: Based on the Novel Push by Sapphire,7.3,0.73,93058,R,110,10000000,47566524,68722848,10857316,51644478,74614567
2009,Public Enemies,7,0.7,243674,R,140,102500000,97104620,210379983,111287489,105429554,228416195
2009,Push,6.1,0.61,95214,PG-13,111,38000000,31811527,44411527,41257801,34538780,48218998
2009,Sherlock Holmes,7.6,0.76,510024,PG-13,128,90000000,209028679,498438212,97715844,226949041,541170116
2009,Splice,5.8,0.58,83029,R,104,30000000,17010170,22461001,32571948,18468479,24386618
2009,Star Trek,8,0.8,531987,PG-13,127,140000000,257730019,385680446,152002424,279825625,418745446
2009,State of Play,7.1,0.71,118610,PG-13,127,60000000,37017955,91445389,65143896,40191563,99285148
2009,Surrogates,6.3,0.63,156870,PG-13,89,80000000,38577772,119668350,86858528,41885106,129927709
2009,Terminator Salvation,6.6,0.6599999999999999,301031,PG-13,115,200000000,125322469,371628539,217146319,136066564,403488847
2009,The Blind Side,7.7,0.77,241904,PG-13,129,35000000,255959475,305705795,38000606,277903289,331914441
2009,The Boat That Rocked,7.4,0.74,95606,R,117,50000000,8017467,37472651,54286580,8704817,40685241
2009,The Boondock Saints II: All Saints Day,6.3,0.63,55718,R,118,8000000,10273187,10273187,8685853,11153924,11153924
2009,The Box,5.6,0.5599999999999999,80145,PG-13,115,25000000,15051977,26341896,27143290,16342407,28600229
2009,The City of Your Final Destination,6.4,0.64,2454,PG-13,117,8300000,493296,1353296,9011572,535587,1469316
2009,The Final Destination,5.2,0.52,80930,R,82,40000000,66477700,187384627,43429264,72176939,203449410
2009,The Fourth Kind,5.9,0.5900000000000001,66136,PG-13,98,10000000,26218170,49486874,10857316,28465896,53729463
2009,The Girl with the Dragon Tattoo,7.8,0.78,184536,R,152,90000000,102515793,233170238,97715844,111304636,253160295
2009,The Girlfriend Experience,5.5,0.55,14390,R,77,1300000,695840,1005840,1411451,755495,1092072
2009,The Good Guy,5.9,0.5900000000000001,8267,R,90,10000000,100688,100688,10857316,109320,109320
2009,The Hangover,7.8,0.78,621086,R,100,35000000,277322503,469553471,38000606,301097804,509809040
2009,The Imaginarium of Doctor Parnassus,6.8,0.6799999999999999,131484,PG-13,123,30000000,7689607,64352607,32571948,8348849,69869659
2009,The Informant!,6.5,0.65,55348,R,108,22000000,33316821,41771168,23886095,36173125,45352277
2009,The Invention of Lying,6.4,0.64,99330,PG-13,100,18500000,18451251,32679264,20086035,20033106,35480909
2009,The Last Station,7,0.7,16043,R,112,18000000,6617867,15696146,19543169,7185227,17041802
2009,The Lovely Bones,6.7,0.67,132713,PG-13,135,95000000,44114232,94894448,103144502,47896216,103029901
2009,The Men Who Stare at Goats,6.2,0.62,114411,R,94,24000000,32428195,67348218,26057558,35208316,73122088
2009,The Messenger,7.2,0.72,30847,R,113,6500000,1109660,1409660,7057255,1204793,1530512
2009,The Princess and the Frog,7.1,0.71,97508,G,97,105000000,104400899,270997378,114001818,113351355,294230416
2009,The Proposal,6.7,0.67,246585,PG-13,108,40000000,163958031,314709717,43429264,178014415,341690283
2009,The Road,7.3,0.73,190524,R,111,25000000,8114270,27614270,27143290,8809919,29981685
2009,The Secret of Kells,7.7,0.77,25277,NOT RATED,75,8000000,690290,2600916,8685853,749470,2823897
2009,The Soloist,6.7,0.67,45833,PG-13,117,60000000,31720158,38454152,65143896,34439578,41750888
2009,The Taking of Pelham 123,6.4,0.64,160173,R,106,110000000,65452312,152364370,119430476,71063643,165426811
2009,The Time Traveler's Wife,7.1,0.71,122540,PG-13,107,39000000,63414846,98666635,42343532,68851502,107125483
2009,The Ugly Truth,6.5,0.65,175469,R,96,38000000,88915214,205230042,41257801,96538057,222824741
2009,The Unborn,4.8,0.48,44175,PG-13,88,16000000,42670410,78208812,17371706,46328612,84913778
2009,The Young Victoria,7.3,0.73,48993,PG,105,35000000,11001272,31878891,38000606,11944429,34611919
2009,Transformers: Revenge of the Fallen,6,0.6,342337,PG-13,150,210000000,402111870,836519699,228003635,436585563,908235868
2009,Up,8.3,0.8300000000000001,740312,PG,96,175000000,293004164,731542621,190003029,318123879,794258938
2009,Up in the Air,7.4,0.74,282784,R,109,30000000,83823381,166842739,32571948,91009693,181146433
2009,Veronika Decides to Die,6.5,0.65,10735,R,103,9000000,NA,NA,9771584,NA,NA
2009,Watchmen,7.6,0.76,417625,R,162,138000000,107509799,184068357,149830960,116726786,199848831
2009,Whatever Works,7.2,0.72,62732,PG-13,93,15000000,5306706,35106706,16285974,5761658,38116460
2009,Where the Wild Things Are,6.8,0.6799999999999999,91618,PG,101,100000000,77233467,99123656,108573160,83854815,107621685
2009,Whip It,6.9,0.6900000000000001,58052,PG-13,111,15000000,13043363,18856151,16285974,14161591,20472719
2009,Whiteout,5.5,0.55,33458,R,101,35000000,10275638,12254746,38000606,11156585,13305365
2009,X-Men Origins: Wolverine,6.7,0.67,396502,PG-13,107,150000000,179883157,374825760,162859739,195304827,406960171
2009,Yesterday Was a Lie,5.3,0.53,383,PG,89,200000,NA,NA,217146,NA,NA
2009,Youth in Revolt,6.5,0.65,67590,R,90,18000000,15285588,19685588,19543169,16596046,21373265
2009,Zombieland,7.7,0.77,417671,R,88,23600000,75590286,102236596,25623266,82070762,111001503
2008,21,6.8,0.6799999999999999,201158,PG-13,123,35000000,81159365,157852532,37878971,87835235,170836899
2008,Appaloosa,6.8,0.6799999999999999,52681,R,115,20000000,20211394,27735474,21645126,21873909,30016892
2008,Australia,6.6,0.6599999999999999,107362,PG-13,165,130000000,49554002,215080810,140693320,53630131,232772564
2008,Baby Mama,6,0.6,35952,PG-13,99,30000000,60494212,64391484,32467689,65470243,69688090
2008,Be Kind Rewind,6.4,0.64,82609,PG-13,102,20000000,11175164,30894247,21645126,12094392,33435494
2008,Bedtime Stories,6.1,0.61,76553,PG,99,80000000,110101975,218357961,86580505,119158557,236319281
2008,Blindness,6.6,0.6599999999999999,62221,R,121,25000000,3073392,20052958,27056408,3326198,21702440
2008,Bolt,6.9,0.6900000000000001,158102,PG,96,150000000,114053759,313953759,162338447,123435400,339778437
2008,Burn After Reading,7,0.7,264065,R,96,37000000,60355347,163415735,40043484,65319955,176857711
2008,Changeling,7.8,0.78,209363,R,141,55000000,35739802,113805580,59524097,38679626,123166807
2008,Che: Part One,7.2,0.72,39985,NOT RATED,134,58000000,293708,30118557,62770866,317867,32595998
2008,City of Ember,6.5,0.65,55985,PG,90,38000000,7871693,11817059,41125740,8519189,12789087
2008,Cloverfield,7,0.7,318828,PG-13,85,25000000,80048433,170764033,27056408,86632922,184810452
2008,Day of the Dead,4.5,0.45,18629,R,86,18000000,NA,NA,19480614,NA,NA
2008,Death Race,6.4,0.64,175898,R,105,65000000,36316032,72516819,70346660,39303255,78481785
2008,Defiance,7.2,0.72,123198,R,137,50000000,28644813,42268745,54112816,31001030,45745616
2008,"Definitely, Maybe",7.2,0.72,134904,PG-13,112,7000000,32241649,55863786,7575794,34893728,60458935
2008,Doomsday,6,0.6,65369,R,105,33000000,11008770,21621188,35714458,11914311,23399667
2008,Doubt,7.5,0.75,105572,PG-13,104,20000000,33446470,50946957,21645126,36197653,55137666
2008,Eagle Eye,6.6,0.6599999999999999,158062,PG-13,118,80000000,101440743,178066569,86580505,109784884,192713668
2008,Easy Virtue,6.7,0.67,17428,PG-13,97,14000000,2656784,12656784,15151588,2875321,13697884
2008,Fireproof,6.6,0.6599999999999999,18217,PG,122,500000,33456317,33473297,541128,36208310,36226687
2008,Fly Me to the Moon,4.5,0.45,3755,G,84,25000000,14543943,57546746,27056408,15740274,62280329
2008,Forgetting Sarah Marshall,7.2,0.72,229531,R,111,30000000,63172463,105173042,32467689,68368797,113824188
2008,Four Christmases,5.6,0.5599999999999999,52036,PG-13,88,80000000,120146040,163546040,86580505,130028810,176998734
2008,Frost/Nixon,7.7,0.77,92104,R,122,29000000,18622031,28144586,31385433,20153811,30459656
2008,Frozen River,7.2,0.72,22523,R,97,1000000,2511476,6030129,1082256,2718061,6526145
2008,Gake no ue no Ponyo,7.7,0.77,94239,G,101,34000000,15090399,205312666,36796715,16331680,222200929
2008,Ghost Town,6.7,0.67,62993,PG-13,102,20000000,13252641,26612350,21645126,14342754,28801384
2008,Gran Torino,8.2,0.82,607310,R,116,25000000,148095302,274543085,27056408,160277075,297125986
2008,Hamlet 2,6.4,0.64,15544,R,92,9000000,4886216,4898285,9740307,5288138,5301200
2008,Hancock,6.4,0.64,373586,PG-13,92,150000000,227946274,624346274,162338447,246696294,675702695
2008,Herb & Dorothy,7.6,0.76,747,NOT RATED,87,82500000,75986503,160388063,89286146,82236872,173580993
2008,High School Musical 3: Senior Year,4.6,0.45999999999999996,47367,G,112,11000000,90559416,274392880,11904819,98008500,296963426
2008,Igor,6,0.6,20455,PG,87,30000000,19528602,31013349,32467689,21134953,33564393
2008,In Bruges,7.9,0.79,327198,R,107,15000000,7800825,34533783,16233845,8442492,37374405
2008,Indiana Jones and the Kingdom of the Crystal Skull,6.2,0.62,357417,PG-13,122,185000000,317023851,786558145,200217418,343101064,851257517
2008,Inkheart,6.1,0.61,64247,PG,106,60000000,17303424,58051454,64935379,18726740,62826552
2008,Iron Man,7.9,0.79,753484,PG-13,126,186000000,318604126,582443126,201299674,344811326,630352749
2008,Journey to the Center of the Earth,5.8,0.58,93562,PG,93,45000000,101704370,240904370,48701534,110070196,260720275
2008,Jumper,6.1,0.61,255827,PG-13,88,82500000,81168265,223113205,89286146,87844867,241465674
2008,Kung Fu Panda,7.6,0.76,337608,PG,92,130000000,215434591,631910531,140693320,233155446,683889160
2008,L&aring;t den r&auml;tte komma in (Let the Right One In),7.9,0.79,182922,R,115,4500000,2122085,12247682,4870153,2296640,13255131
2008,Made of Honor,5.9,0.5900000000000001,58121,PG-13,101,40000000,46012734,106548738,43290252,49797572,115313044
2008,Max Payne,5.4,0.54,111996,PG-13,100,35000000,40687294,85761789,37878971,44034081,92816237
2008,Meet Dave,4.9,0.49000000000000005,33469,PG,90,60000000,11803254,50648806,64935379,12774146,54814990
2008,Milk,7.6,0.76,144988,R,128,20000000,31841299,57293371,21645126,34460447,62006112
2008,Miracle at St. Anna,6,0.6,16207,R,160,45000000,7916887,9110458,48701534,8568101,9859851
2008,Nick and Norah's Infinite Playlist,6.7,0.67,78829,PG-13,90,10000000,31487293,33544594,10822563,34077322,36303849
2008,Nim's Island,6,0.6,29526,PG,96,37000000,48006762,94081683,40043484,51955621,101820495
2008,Pineapple Express,7,0.7,272103,R,111,26000000,87341380,101549277,28138664,94525760,109902346
2008,Pontypool,6.7,0.67,24442,NOT RATED,93,1500000,3865,31916,1623384,4183,34541
2008,Possession,5.6,0.5599999999999999,6351,PG-13,85,25000000,10103647,14805812,27056408,10934736,16023683
2008,Prom Night,3.9,0.39,29236,PG-13,88,18000000,43869350,57109687,19480614,47477881,61807319
2008,Quantum of Solace,6.6,0.6599999999999999,352863,PG-13,106,230000000,169368427,591692078,248918952,183300049,640362486
2008,Quarantine,6,0.6,60834,R,89,12000000,31691811,41291811,12987076,34298662,44688323
2008,Rachel Getting Married,6.7,0.67,42861,R,113,12000000,12796861,13326864,12987076,13849484,14423083
2008,Revolutionary Road,7.3,0.73,161954,R,119,45000000,22911480,79564960,48701534,24796094,86109680
2008,RocknRolla,7.3,0.73,206332,R,114,18000000,5700626,27794339,19480614,6169538,30080599
2008,Seven Pounds,7.7,0.77,249089,PG-13,123,54000000,69951824,166617328,58441841,75705803,180322655
2008,Sex and the City,5.5,0.55,103769,R,145,57500000,152647258,415247258,62229738,165203458,449403966
2008,Slumdog Millionaire,8,0.8,688153,R,NA,14000000,141319928,384519665,15151588,152944384,416148834
2008,Speed Racer,6,0.6,60960,PG,135,120000000,43945766,93394462,129870757,47560583,101076746
2008,Stargate: The Ark of Truth,7.4,0.74,17238,NOT RATED,97,7000000,NA,NA,7575794,NA,NA
2008,Step Brothers,6.9,0.6900000000000001,226867,R,98,65000000,100468793,128468793,70346660,108732985,139036162
2008,Sunshine Cleaning,6.9,0.6900000000000001,63525,R,91,5000000,12062558,16462558,5411282,13054780,17816707
2008,"Synecdoche, New York",7.5,0.75,63110,R,124,20000000,3083538,4383538,21645126,3337178,4744112
2008,Taken,7.8,0.78,508433,PG-13,93,25000000,145000989,226941585,27056408,156928235,245608963
2008,The Bank Job,7.3,0.73,158528,R,111,20000000,30060660,66143005,21645126,32533339,71583685
2008,The Brothers Bloom,6.8,0.6799999999999999,43653,PG-13,114,20000000,3531756,5531756,21645126,3822265,5986778
2008,The Chronicles of Narnia: Prince Caspian,6.6,0.6599999999999999,162254,PG,150,225000000,141621490,419490286,243507670,153270751,453996009
2008,The Curious Case of Benjamin Button,7.8,0.78,494277,PG-13,166,160000000,127509326,329809326,173161010,137997773,356938225
2008,The Dark Knight,9,0.9,1832485,PG-13,152,185000000,533345358,1002891358,200217418,577216380,1085385502
2008,The Day the Earth Stood Still,5.5,0.55,146317,PG-13,104,80000000,79366978,233066978,86580505,85895413,252238208
2008,The Eye,5.4,0.54,46287,PG-13,98,12000000,31418697,56918697,12987076,34003083,61600619
2008,The Forbidden Kingdom,6.6,0.6599999999999999,92078,PG-13,104,55000000,52075270,129075270,59524097,56358790,139692526
2008,The House Bunny,5.5,0.55,68193,PG-13,97,25000000,48237389,70237389,27056408,52205219,76014858
2008,The Hurt Locker,7.6,0.76,358167,R,131,15000000,17017811,49894223,16233845,18417633,53998338
2008,The Incredible Hulk,6.8,0.6799999999999999,349326,PG-13,112,137500000,134806913,263417913,148810243,145895632,285085699
2008,The Lucky Ones,7,0.7,12278,R,115,14000000,266967,266967,15151588,288927,288927
2008,The Other Boleyn Girl,6.7,0.67,89480,PG-13,115,40000000,26814957,77714957,43290252,29020656,84107503
2008,The Reader,7.6,0.76,201651,R,124,32500000,34194407,113019290,35173330,37007113,122315840
2008,The Secret Life of Bees,7.3,0.73,21061,PG-13,114,11000000,37770162,39984023,11904819,40876996,43272961
2008,The Sisterhood of the Traveling Pants 2,6.2,0.62,23752,PG-13,119,27000000,44089964,44270131,29220920,47716642,47911629
2008,The Strangers,6.2,0.62,98353,R,86,9000000,52597610,83051676,9740307,56924095,89883201
2008,The Tale of Despereaux,6.1,0.61,32468,G,93,60000000,50877145,90482317,64935379,55062111,97925059
2008,The Women,4.9,0.49000000000000005,17701,PG-13,114,16000000,26902075,50103808,17316101,29114940,54225162
2008,The Wrestler,7.9,0.79,262476,R,109,6000000,26238243,46634275,6493538,28396504,50470238
2008,Three Kingdoms: Resurrection of the Dragon,6.2,0.62,5413,R,102,20000000,NA,22139590,21645126,NA,23960711
2008,Transsiberian,6.7,0.67,44849,R,111,15000000,2203641,6379575,16233845,2384904,6904335
2008,Tropic Thunder,7,0.7,326865,R,107,90000000,110461307,188163455,97403068,119547447,203641087
2008,Twilight,5.2,0.52,365993,PG-13,122,37000000,192769854,397923934,40043484,208626391,430655689
2008,Valkyrie,7.1,0.71,196978,PG-13,121,90000000,83077762,203902107,97403068,89911432,220674342
2008,Vicky Cristina Barcelona,7.1,0.71,212044,PG-13,96,16000000,23216709,104504817,17316101,25126430,113100998
2008,WALL-E,8.4,0.8400000000000001,796084,G,98,180000000,223808164,532590994,194806136,242217798,576399965
2008,Waltz with Bashir,8,0.8,48775,R,90,2000000,2283849,11125664,2164513,2471710,12040820
2008,Wanted,6.7,0.67,316629,R,110,75000000,134508551,342416460,81169223,145572728,370582375
2008,"Welcome Home, Roscoe Jenkins",5.4,0.54,11417,PG-13,114,27500000,42436517,43607627,29762049,45927188,47194630
2008,Wendy and Lucy,7.1,0.71,13331,R,80,300000,865695,1416046,324677,936904,1532525
2008,What Happens In Vegas,6.1,0.61,148643,PG-13,99,35000000,80277646,218535708,37878971,86880989,236511649
2008,Yes Man,6.8,0.6799999999999999,288381,PG-13,104,50000000,97690976,225990976,54112816,105726675,244580160
2007,[Rec],7.5,0.75,140771,R,78,2100000,NA,27117954,2359441,NA,30468201
2007,1408,6.8,0.6799999999999999,225674,PG-13,104,22500000,71985628,131263370,25279728,80878983,147480104
2007,28 Weeks Later,7,0.7,225093,R,100,15000000,28638916,64232714,16853152,32177067,72168247
2007,3:10 to Yuma,7.7,0.77,251802,R,122,48000000,53606916,71171825,53930087,60229701,79964640
2007,30 Days of Night,6.6,0.6599999999999999,146257,R,113,30000000,39568996,80276156,33706305,44457488,90193752
2007,88 Minutes,5.9,0.5900000000000001,68361,R,108,30000000,16930884,32955399,33706305,19022584,37026824
2007,Across the Universe,7.4,0.74,96330,PG-13,133,45000000,24343673,29367143,50559457,27351175,32995262
2007,Atonement,7.8,0.78,206691,R,123,30000000,50980159,130200290,33706305,57278425,146285687
2007,Becoming Jane,7.1,0.71,50158,PG,NA,16500000,18663911,39364948,18538467,20969716,44228231
2007,Beowulf,6.2,0.62,147921,PG-13,115,150000000,82195215,194995215,168531522,92349898,219085603
2007,Blades of Glory,6.3,0.63,137244,PG-13,93,61000000,118594548,145594548,68536152,133246132,163581806
2007,Bridge to Terabithia,7.2,0.72,119517,PG,96,25000000,82234139,137984788,28088587,92393631,155031909
2007,Brooklyn Rules,6.4,0.64,5175,R,99,8000000,458232,458232,8988348,514844,514844
2007,Charlie Bartlett,7,0.7,58539,R,97,12000000,3950294,5295909,13482522,4438327,5950184
2007,Charlie Wilson's War,7.1,0.71,93848,R,102,75000000,66661095,119512771,84265761,74896639,134277795
2007,Death at a Funeral,7.4,0.74,94992,R,87,21000000,42739347,48977233,23594413,48019515,55028051
2007,Diary of the Dead,5.7,0.5700000000000001,42256,R,95,2750000,952620,5394447,3089745,1070310,6060896
2007,Disturbia,6.9,0.6900000000000001,195862,PG-13,105,20000000,80209692,117573043,22470870,90119077,132098426
2007,Eastern Promises,7.7,0.77,200957,R,100,50000000,17181265,55367342,56177174,19303898,62207616
2007,Enchanted,7.1,0.71,152744,PG,107,85000000,127706877,340384141,95501196,143484229,382436383
2007,Fantastic Four: Rise of the Silver Surfer,5.6,0.5599999999999999,223199,PG,92,120000000,131921738,288215319,134825218,148219809,323822443
2007,Gone Baby Gone,7.7,0.77,211780,R,114,19000000,20300218,34619699,21347326,22808178,38896737
2007,Hairspray,6.7,0.67,104439,PG,117,75000000,118871849,202871849,84265761,133557691,227935344
2007,Halloween,6.1,0.61,93187,R,109,15000000,58269151,77514401,16853152,65467925,87090800
2007,Hannibal Rising,6.2,0.62,91425,R,121,50000000,27669725,80583311,56177174,31088139,90538854
2007,Harry Potter and the Order of the Phoenix,7.5,0.75,394824,PG-13,138,150000000,292004738,942943935,168531522,328080020,1059438513
2007,Hitman,6.3,0.63,146462,R,100,17500000,39687694,99965792,19662011,44590850,112315914
2007,Hostel: Part II,5.5,0.55,74279,R,94,7500000,17544812,33606409,8426576,19712359,37758262
2007,Hot Fuzz,7.9,0.79,383636,R,121,16000000,23618786,81742618,17976696,26536733,91841386
2007,Hot Rod,6.7,0.67,64341,PG-13,88,25000000,13938332,14334401,28088587,15660322,16105323
2007,I Am Legend,7.2,0.72,577415,PG-13,101,150000000,256393010,585410052,168531522,288068696,657733649
2007,Into the Wild,8.1,0.8099999999999999,469856,R,148,20000000,18354356,56395211,22470870,20621917,63362472
2007,Juno,7.5,0.75,438336,PG-13,96,7000000,143495265,231450102,7864804,161223170,260044254
2007,Knocked Up,7,0.7,313105,R,129,27500000,148761765,219154490,30897446,167140312,246229599
2007,Lars and the real Girl,7.4,0.74,121963,PG-13,106,12500000,5956480,10553442,14044294,6692364,11857251
2007,Live Free or Die Hard,7.2,0.72,351617,PG-13,128,110000000,134529403,383531464,123589783,151149634,430914277
2007,Michael Clayton,7.3,0.73,140480,R,119,21500000,49033882,92987651,24156185,55091699,104475669
2007,Music and Lyrics,6.5,0.65,86085,PG-13,96,40000000,50572589,145021477,44941739,56820503,162937935
2007,No Country for Old Men,8.1,0.8099999999999999,676166,R,122,25000000,74273505,164051250,28088587,83449513,184318713
2007,No Reservations,6.3,0.63,62144,PG,104,28000000,43107979,91665799,31459218,48433689,102990511
2007,Paranormal Activity,6.3,0.63,195057,R,86,450000,107918810,194183034,505595,121251476,218173082
2007,Persepolis,8.1,0.8099999999999999,75586,PG-13,96,7300000,4443403,22742498,8201867,4992356,25552185
2007,Pirates of the Caribbean: At World's End,7.1,0.71,511959,PG-13,169,300000000,309420425,960996492,337063045,347647302,1079721346
2007,Premonition,5.9,0.5900000000000001,65206,PG-13,96,20000000,47852604,81461343,22470870,53764481,91525361
2007,Ratatouille,8,0.8,514647,G,111,150000000,206445654,626549695,168531522,231950669,703955827
2007,Resident Evil: Extinction,6.3,0.63,162227,R,94,45000000,50648679,146162920,50559457,56905993,164220396
